	postF266				postPIG20				postPIG26				postPIG29				postPIG31				postPIG528				postPIG94				postPIG96				preF266				prePIG20				prePIG26				prePIG29				prePIG31				prePIG528				prePIG94				prePIG96
BAC0003|acn|tr|O53166|O53166_MYCTU	4	1.41242937853107	4	0.109110169491525	7	2.47175141242938	7	0.151483050847458	4	1.41242937853107	4	0.213276836158192	15	5.29661016949153	15	0.353813559322034	10	3.53107344632768	10	0.400070621468927	-	-	-	-	3	1.05932203389831	3	0.199505649717514	1	0.353107344632768	1	0.0713276836158192	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
BAC0004|acr3|tr|B5LX01|B5LX01_CAMJU	-	-	-	-	20	19.1570881226054	20	0.925287356321839	27	25.8620689655172	27	0.96551724137931	-	-	-	-	3	2.8735632183908	3	0.450191570881226	1	0.957854406130268	1	0.193486590038314	1	0.957854406130268	1	0.193486590038314	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
BAC0005|acrA|sp|P0AE06|ACRA_ECOLI	6876	5758.79396984925	6876	0.999162479061977	38194	31988.2747068677	38194	0.999162479061977	6591	5520.10050251256	6591	0.999162479061977	28772	24097.1524288107	28772	0.999162479061977	11113	9307.37018425461	11113	0.999162479061977	3788	3172.52931323283	3788	0.999162479061977	4189	3508.37520938023	4189	0.999162479061977	1516	1269.68174204355	1516	0.999162479061977	13	10.8877721943049	13	0.886934673366834	69	57.7889447236181	69	0.999162479061977	9	7.53768844221105	9	0.8785594639866	29	24.2881072026801	29	0.979899497487437	14	11.7252931323283	14	0.860134003350084	6	5.0251256281407	6	0.577889447236181	9	7.53768844221105	9	0.861809045226131	1	0.837520938023451	1	0.169179229480737	
BAC0006|acrB|sp|P31224|ACRB_ECOLI	28176	8944.7619047619	28156	0.99968253968254	148941	47282.8571428571	148754	0.99968253968254	28234	8963.1746031746	28206	0.99968253968254	116092	36854.6031746032	115945	0.99968253968254	45942	14584.7619047619	45893	0.99968253968254	14512	4606.98412698413	14497	0.99968253968254	18083	5740.63492063492	18062	0.99968253968254	5814	1845.71428571429	5808	0.99968253968254	36	11.4285714285714	36	0.860952380952381	218	69.2063492063492	218	0.994920634920635	23	7.3015873015873	23	0.725396825396825	123	39.047619047619	123	0.988253968253968	43	13.6507936507937	43	0.9	14	4.44444444444444	14	0.602222222222222	19	6.03174603174603	19	0.755555555555556	4	1.26984126984127	4	0.195238095238095	
BAC0008|acrD/yffA|sp|P24177|ACRD_ECOLI	23968	7689.44497914661	23948	0.999679178697465	126178	40480.5903111967	126047	0.999679178697465	22192	7119.66634584536	22174	0.999679178697465	96001	30799.1658646134	95914	0.999679178697465	38812	12451.7163939686	38771	0.999679178697465	13632	4373.43599615014	13612	0.999679178697465	14488	4648.05903111967	14471	0.999679178697465	4873	1563.36220725056	4864	0.999679178697465	45	14.436958614052	45	0.93423163298043	215	68.976580044915	215	0.994225216554379	17	5.4539621430863	17	0.633942893808149	89	28.5530959255695	89	0.996791786974655	36	11.5495668912416	36	0.876162977221688	17	5.4539621430863	17	0.658966955405839	22	7.05806865575874	22	0.735643246711582	4	1.28328521013795	4	0.166185434712865	
BAC0009|acrE/envC|sp|P24180|ACRE_ECOLI	6318	5455.9585492228	6318	0.999136442141623	38108	32908.4628670121	38108	0.999136442141623	5644	4873.92055267703	5644	0.999136442141623	27070	23376.5112262522	27070	0.999136442141623	9533	8232.29706390328	9533	0.999136442141623	3852	3326.42487046632	3852	0.999136442141623	3699	3194.30051813471	3699	0.999136442141623	1375	1187.3920552677	1375	0.999136442141623	7	6.04490500863558	7	0.697754749568221	70	60.4490500863558	70	0.998272884283247	6	5.18134715025907	6	0.615716753022453	36	31.0880829015544	36	0.964594127806563	9	7.7720207253886	9	0.85405872193437	8	6.90846286701209	8	0.673575129533679	5	4.31778929188256	5	0.582037996545769	-	-	-	-	
BAC0010|acrF/envD|sp|P24181|ACRF_ECOLI	27124	8735.58776167472	27123	0.999677938808374	159672	51424.154589372	159666	0.999677938808374	24262	7813.84863123994	24261	0.999677938808374	117681	37900.4830917874	117678	0.999677938808374	43430	13987.1175523349	43429	0.999677938808374	16258	5236.07085346216	16258	0.999677938808374	16162	5205.15297906602	16162	0.999677938808374	6044	1946.53784219002	6044	0.999677938808374	28	9.01771336553945	28	0.746537842190016	260	83.7359098228663	260	0.997745571658615	17	5.47504025764895	17	0.667310789049919	136	43.8003220611916	136	0.977133655394525	42	13.5265700483092	42	0.840901771336554	23	7.40740740740741	23	0.768760064412238	28	9.01771336553945	28	0.768438003220612	5	1.61030595813205	5	0.296940418679549	
BAC0011|acrR/ybaH|sp|P0ACS9|ACRR_ECOLI	1612	2487.65432098765	1612	0.998456790123457	9613	14834.8765432099	9613	0.998456790123457	1417	2186.72839506173	1417	0.998456790123457	7026	10842.5925925926	7026	0.998456790123457	2577	3976.85185185185	2577	0.998456790123457	883	1362.65432098765	883	0.998456790123457	980	1512.34567901235	980	0.998456790123457	369	569.444444444444	369	0.998456790123457	6	9.25925925925926	6	0.979938271604938	27	41.6666666666667	27	0.959876543209877	4	6.17283950617284	4	0.682098765432099	17	26.2345679012346	17	0.970679012345679	7	10.8024691358025	7	0.930555555555556	1	1.54320987654321	1	0.266975308641975	4	6.17283950617284	4	0.765432098765432	-	-	-	-	
BAC0030|arsA|sp|P52145|ARSA2_ECOLX	102	58.2191780821918	101	0.982305936073059	738	421.232876712329	733	0.999429223744292	168	95.8904109589041	166	0.994292237442922	704	401.826484018265	694	0.999429223744292	290	165.525114155251	290	0.998858447488584	24	13.6986301369863	24	0.821917808219178	143	81.62100456621	142	0.996575342465753	30	17.1232876712329	30	0.872716894977169	-	-	-	-	4	2.28310502283105	4	0.355593607305936	-	-	-	-	3	1.71232876712329	3	0.341324200913242	1	0.570776255707762	1	0.115296803652968	-	-	-	-	-	-	-	-	-	-	-	-	
BAC0031|arsB|sp|P08691|ARSB1_ECOLX	37	28.6821705426357	34	0.998449612403101	47	36.4341085271318	7	0.937984496124031	12	9.30232558139535	7	0.787596899224806	75	58.1395348837209	41	0.998449612403101	27	20.9302325581395	17	0.92093023255814	2	1.55038759689922	2	0.301550387596899	4	3.10077519379845	3	0.384496124031008	24	18.6046511627907	23	0.828682170542636	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
